player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
270097,/player/270097/vincenzo-garofalo/230009,23,9,2023-01-13,V. Garofalo,Vincenzo Garofalo,CM,61,68,675000.0,850.0,22,1999-08-08,184,80,32.0,Serie B,2.0,190.0,Brescia,SUB,16.0,,2022-07-01,2024.0,27,Italy,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,1200000.0,,,68.0,51.0,61.0,63.0,42.0,63.0,53,47,50,68,49,62,57,50,62,66,67,68,62,63,52,56,53,62,66,57,57,44,57,58,48,60,32,47,45,7,6,11,14,7,,58+2,58+2,58+2,61,60,60,60,61,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,55+2,55+2,55+2,55+2,55+2,54+2,50+2,50+2,50+2,54+2,15+2,https://cdn.sofifa.net/players/270/097/23_120.png
270206,/player/270206/mateo-joseph-fernandez/230009,23,9,2023-01-13,Mateo Joseph,Mateo Joseph Fernandez,ST,61,81,900000.0,3000.0,18,2003-10-19,185,75,13.0,Premier League,1.0,8.0,Leeds United,RES,49.0,,2022-01-04,2025.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,2600000.0,,,78.0,60.0,44.0,63.0,25.0,49.0,39,60,67,48,44,61,44,36,36,60,77,79,80,58,70,62,68,50,55,61,30,15,59,48,69,57,20,23,23,6,14,6,8,5,,61+2,61+2,61+2,59,60,60,60,59,57+2,57+2,57+2,56+2,48+2,48+2,48+2,56+2,42+2,37+2,37+2,37+2,42+2,41+2,37+2,37+2,37+2,41+2,14+2,https://cdn.sofifa.net/players/270/206/23_120.png
270354,/player/270354/joe-loic-affamah/230009,23,9,2023-01-13,J. Affamah,Joe-Loïc Affamah,ST,61,73,800000.0,4000.0,20,2002-06-29,175,70,16.0,Ligue 1,1.0,71.0,Nantes,SUB,61.0,,2022-07-01,2025.0,18,France,,,,Right,2,2,1,Medium/High,Normal (170-185),No,1800000.0,,,74.0,63.0,50.0,56.0,28.0,51.0,43,65,60,56,61,52,59,40,37,57,76,73,74,52,64,64,72,46,52,64,48,17,59,54,51,53,26,28,26,7,9,10,7,6,,61+2,61+2,61+2,58,59,59,59,58,57+2,57+2,57+2,56+2,50+2,50+2,50+2,56+2,43+2,40+2,40+2,40+2,43+2,42+2,39+2,39+2,39+2,42+2,12+2,https://cdn.sofifa.net/players/270/354/23_120.png
270378,/player/270378/enzo-celestine/230009,23,9,2023-01-13,E. Célestine,Enzo Célestine,ST,61,66,500000.0,1000.0,24,1997-07-24,191,84,330.0,Liga 1,1.0,100759.0,Argeş,SUB,20.0,,2022-07-01,2025.0,18,France,,,,Right,3,2,1,High/Low,Normal (185+),No,713000.0,,Power Header,57.0,59.0,51.0,56.0,20.0,67.0,36,61,71,61,49,56,49,40,58,56,59,55,55,53,44,58,78,50,79,54,56,18,65,44,62,64,11,15,19,9,6,15,13,6,,61+2,61+2,61+2,55,57,57,57,55,56+2,56+2,56+2,54+2,52+2,52+2,52+2,54+2,38+2,41+2,41+2,41+2,38+2,37+2,39+2,39+2,39+2,37+2,14+2,https://cdn.sofifa.net/players/270/378/23_120.png
270787,/player/270787/andri-lucas-gudhjohnsen/230009,23,9,2023-01-13,A. Guðjohnsen,Andri Lucas Guðjohnsen,ST,61,74,800000.0,1000.0,20,2002-01-29,188,78,56.0,Allsvenskan,1.0,702.0,Norrköping,SUB,22.0,,2022-07-22,2026.0,24,Iceland,1341.0,SUB,22.0,Right,3,2,1,High/Medium,Normal (185+),No,1500000.0,,,74.0,58.0,45.0,62.0,26.0,59.0,35,64,55,55,46,63,38,39,36,65,73,75,58,58,56,54,56,59,71,51,32,19,62,48,62,55,22,25,22,9,8,11,10,12,,61+2,61+2,61+2,60,61,61,61,60,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,44+2,41+2,41+2,41+2,44+2,42+2,38+2,38+2,38+2,42+2,15+2,https://cdn.sofifa.net/players/270/787/23_120.png
270937,/player/270937/luke-harris/230009,23,9,2023-01-13,L. Harris,Luke Harris,CAM,61,84,1000000.0,1000.0,17,2005-04-04,168,63,13.0,Premier League,1.0,144.0,Fulham,RES,38.0,,2022-08-06,2025.0,50,Wales,,,,Right,3,2,1,Medium/Medium,Lean (170-),No,2900000.0,,,57.0,60.0,57.0,66.0,37.0,45.0,52,65,41,61,55,66,58,50,53,64,65,50,74,59,75,58,57,46,40,53,55,33,61,57,47,68,42,34,36,6,9,6,8,8,,58+2,58+2,58+2,61,61,61,61,61,61+2,61+2,61+2,60+2,56+2,56+2,56+2,60+2,49+2,48+2,48+2,48+2,49+2,46+2,43+2,43+2,43+2,46+2,13+2,https://cdn.sofifa.net/players/270/937/23_120.png
271090,/player/271090/nino-zugelj/230009,23,9,2023-01-13,N. Žugelj,Nino Žugelj,RW,61,71,725000.0,1000.0,22,2000-05-23,189,80,41.0,Eliteserien,1.0,918.0,Bodø / Glimt,RES,29.0,,2022-08-01,2025.0,44,Slovenia,,,,Left,3,3,1,Medium/Medium,Normal (185+),No,1100000.0,,,81.0,55.0,53.0,64.0,24.0,57.0,52,58,36,57,45,64,52,45,51,64,80,81,74,52,72,60,52,58,67,51,30,20,52,52,42,56,25,22,20,12,8,8,11,6,,58+2,58+2,58+2,61,59,59,59,61,59+2,59+2,59+2,60+2,53+2,53+2,53+2,60+2,46+2,42+2,42+2,42+2,46+2,43+2,35+2,35+2,35+2,43+2,14+2,https://cdn.sofifa.net/players/271/090/23_120.png
271169,/player/271169/hamza-yigit-akman/230009,23,9,2023-01-13,H. Akman,Hamza Yiğit Akman,CM,61,79,825000.0,1000.0,17,2004-09-27,170,65,68.0,Super Lig,1.0,325.0,Galatasaray,RES,81.0,,2022-07-01,2024.0,48,Turkey,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,2100000.0,,Technical Dribbler (AI),72.0,51.0,59.0,73.0,47.0,43.0,45,47,46,67,45,75,57,46,62,69,77,68,81,55,87,58,59,55,34,51,48,41,52,61,54,60,47,51,47,14,10,11,12,14,,56+2,56+2,56+2,63,62,62,62,63,64+2,64+2,64+2,63+2,61+2,61+2,61+2,63+2,55+2,54+2,54+2,54+2,55+2,54+2,49+2,49+2,49+2,54+2,17+2,https://cdn.sofifa.net/players/271/169/23_120.png
271282,/player/271282/kagan-miray-bagis/230009,23,9,2023-01-13,K. Bağış,Kağan Miray Bağış,RW,61,67,525000.0,2000.0,24,1998-04-10,178,70,68.0,Super Lig,1.0,746.0,İstanbulspor,SUB,77.0,,2019-07-08,2024.0,48,Turkey,,,,Right,2,2,1,High/Medium,Lean (170-185),No,1100000.0,,,64.0,60.0,57.0,64.0,46.0,55.0,59,60,55,60,54,69,49,47,58,64,60,67,60,48,60,68,43,55,57,54,51,39,57,52,58,49,48,45,44,15,7,6,8,14,,60+2,60+2,60+2,61,60,60,60,61,59+2,59+2,59+2,60+2,56+2,56+2,56+2,60+2,53+2,52+2,52+2,52+2,53+2,52+2,49+2,49+2,49+2,52+2,15+2,https://cdn.sofifa.net/players/271/282/23_120.png
271358,/player/271358/saul-del-cerro-garcia/230009,23,9,2023-01-13,del Cerro,Saúl del Cerro García,CM,61,71,700000.0,500.0,18,2004-04-20,185,75,54.0,La Liga 2,2.0,10846.0,Burgos,RES,28.0,,2022-07-01,2023.0,45,Spain,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,1300000.0,,,51.0,50.0,57.0,58.0,59.0,66.0,43,47,55,68,42,54,48,41,65,66,49,53,58,56,53,56,63,68,65,52,66,55,49,53,48,51,53,68,62,10,9,7,9,12,,54+2,54+2,54+2,55,55,55,55,55,57+2,57+2,57+2,56+2,61+2,61+2,61+2,56+2,58+2,62+2,62+2,62+2,58+2,59+2,61+2,61+2,61+2,59+2,15+2,https://cdn.sofifa.net/players/271/358/23_120.png
271440,/player/271440/amar-muhsin/230009,23,9,2023-01-13,A. Muhsin,Amar Muhsin,ST,61,65,475000.0,750.0,24,1997-12-27,190,78,56.0,Allsvenskan,1.0,432.0,Helsingborg,ST,33.0,,2022-08-11,2025.0,46,Sweden,,,,Left,3,2,1,Medium/Medium,Lean (185+),No,629000.0,,,74.0,61.0,48.0,55.0,18.0,58.0,38,64,57,55,50,55,45,42,36,62,72,75,42,57,34,61,62,52,63,55,51,16,61,58,60,52,12,15,11,10,9,6,7,12,,61+2,61+2,61+2,58,60,60,60,58,58+2,58+2,58+2,57+2,50+2,50+2,50+2,57+2,40+2,38+2,38+2,38+2,40+2,38+2,34+2,34+2,34+2,38+2,15+2,https://cdn.sofifa.net/players/271/440/23_120.png
271455,/player/271455/sebastian-quintana/230009,23,9,2023-01-13,S. Quintana,Sebastián Quintana,CM,61,72,700000.0,500.0,19,2003-03-06,172,64,337.0,Primera División,1.0,101108.0,Olimpia,SUB,26.0,,2021-01-01,2023.0,58,Paraguay,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,1700000.0,,,62.0,56.0,58.0,61.0,55.0,60.0,51,57,51,64,45,63,42,55,61,61,60,63,54,60,67,56,61,67,59,56,53,56,57,59,53,53,52,59,55,5,7,13,10,15,,58+2,58+2,58+2,59,60,60,60,59,60+2,60+2,60+2,60+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,58+2,15+2,https://cdn.sofifa.net/players/271/455/23_120.png
271494,/player/271494/joel-persson/230009,23,9,2023-01-13,J. Persson,Joel Persson,ST,61,74,775000.0,2000.0,19,2003-01-15,194,88,31.0,Serie A,1.0,347.0,Lecce,RES,31.0,,2022-08-01,2027.0,46,Sweden,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,1900000.0,,,55.0,60.0,42.0,54.0,31.0,68.0,32,64,72,51,52,53,44,30,32,61,47,62,45,55,37,60,62,55,81,52,55,28,60,48,65,52,27,25,26,12,13,5,15,11,,61+2,61+2,61+2,53,57,57,57,53,54+2,54+2,54+2,52+2,49+2,49+2,49+2,52+2,42+2,42+2,42+2,42+2,42+2,41+2,44+2,44+2,44+2,41+2,17+2,https://cdn.sofifa.net/players/271/494/23_120.png
271622,/player/271622/kanji-okunuki/230009,23,9,2023-01-13,K. Okunuki,奥抜 侃志,CF,61,65,475000.0,1000.0,22,1999-08-11,171,61,66.0,Ekstraklasa,1.0,420.0,Górnik Zabrze,SUB,33.0,,2022-09-05,2024.0,163,Japan,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,677000.0,,Speed Dribbler (AI),81.0,54.0,55.0,68.0,24.0,39.0,47,60,52,59,55,70,58,40,51,61,83,80,83,52,83,44,67,51,35,50,26,34,58,61,60,59,22,11,16,11,10,6,5,9,,58+2,58+2,58+2,63,61,61,61,63,62+2,62+2,62+2,61+2,54+2,54+2,54+2,61+2,45+2,40+2,40+2,40+2,45+2,42+2,33+2,33+2,33+2,42+2,13+2,https://cdn.sofifa.net/players/271/622/23_120.png
271716,/player/271716/djeidi-gassama/230009,23,9,2023-01-13,D. Gassama,Djeidi Gassama,LW,61,78,825000.0,950.0,18,2003-09-10,177,70,4.0,Jupiler Pro League,1.0,2013.0,AS Eupen,RES,25.0,,2022-07-01,2024.0,127,Mauritania,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,1700000.0,,Technical Dribbler (AI),76.0,56.0,53.0,68.0,24.0,50.0,51,58,41,60,52,70,50,47,46,66,78,74,79,41,77,56,76,51,52,53,38,18,51,50,58,58,21,26,24,13,6,10,13,12,,57+2,57+2,57+2,61,59,59,59,61,59+2,59+2,59+2,59+2,52+2,52+2,52+2,59+2,44+2,40+2,40+2,40+2,44+2,42+2,36+2,36+2,36+2,42+2,14+2,https://cdn.sofifa.net/players/271/716/23_120.png
271803,/player/271803/mauro-meireles-couto/230009,23,9,2023-01-13,Mauro Couto,Mauro Meireles Couto,LW,61,78,825000.0,500.0,16,2005-11-15,170,65,308.0,Liga Portugal,1.0,1892.0,Paços de Ferreira,RES,41.0,,2022-09-10,2024.0,38,Portugal,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,2200000.0,,,71.0,57.0,52.0,64.0,26.0,38.0,55,60,35,53,54,60,53,42,48,66,68,73,69,68,84,66,44,41,39,42,28,21,58,52,60,54,21,30,33,8,10,12,15,11,,58+2,58+2,58+2,61,60,60,60,61,59+2,59+2,59+2,59+2,52+2,52+2,52+2,59+2,46+2,41+2,41+2,41+2,46+2,44+2,35+2,35+2,35+2,44+2,17+2,https://cdn.sofifa.net/players/271/803/23_120.png
271836,/player/271836/juan-cruz-giacone/230009,23,9,2023-01-13,J. Giacone,Juan Cruz Giacone,ST,61,75,775000.0,1000.0,18,2004-01-09,187,80,353.0,Liga Profesional,1.0,112670.0,Talleres Córdoba,SUB,14.0,,2022-09-13,2026.0,52,Argentina,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,1600000.0,,,60.0,62.0,47.0,54.0,20.0,66.0,44,65,64,54,58,52,42,38,38,56,51,67,56,54,52,67,66,64,73,53,49,14,59,48,60,55,15,17,14,10,11,6,11,13,,61+2,61+2,61+2,55,57,57,57,55,54+2,54+2,54+2,54+2,49+2,49+2,49+2,54+2,40+2,38+2,38+2,38+2,40+2,38+2,36+2,36+2,36+2,38+2,16+2,https://cdn.sofifa.net/players/271/836/23_120.png
271979,/player/271979/ignacio-ferri-julia/230009,23,9,2023-01-13,Nacho Ferri,Ignacio Ferri Julià,ST,61,80,825000.0,950.0,17,2004-10-05,192,75,19.0,Bundesliga,1.0,1824.0,Eintracht Frankfurt,RES,48.0,,2022-10-05,2025.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Stocky (185+),No,1900000.0,,,73.0,63.0,47.0,55.0,25.0,61.0,46,67,60,55,57,55,44,39,36,57,69,76,54,51,60,64,56,55,76,58,34,21,57,46,58,52,20,23,21,9,13,12,7,7,,61+2,61+2,61+2,57,58,58,58,57,55+2,55+2,55+2,56+2,49+2,49+2,49+2,56+2,43+2,39+2,39+2,39+2,43+2,41+2,38+2,38+2,38+2,41+2,14+2,https://cdn.sofifa.net/players/271/979/23_120.png
272511,/player/272511/daniele-montevago/230009,23,9,2023-01-13,D. Montevago,Daniele Montevago,ST,61,75,775000.0,2000.0,19,2003-03-18,184,76,31.0,Serie A,1.0,1837.0,Sampdoria,SUB,34.0,,2022-06-30,2025.0,27,Italy,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,1900000.0,,,68.0,60.0,47.0,60.0,24.0,65.0,46,62,61,53,44,60,46,35,38,61,67,69,54,63,57,64,57,53,72,55,63,16,57,49,57,58,19,23,19,6,7,8,13,13,,61+2,61+2,61+2,58,60,60,60,58,57+2,57+2,57+2,57+2,50+2,50+2,50+2,57+2,42+2,41+2,41+2,41+2,42+2,41+2,40+2,40+2,40+2,41+2,16+2,https://cdn.sofifa.net/players/272/511/23_120.png
272848,/player/272848/josue-mbila/230009,23,9,2023-01-13,J. Mbila,Josué Mbila,ST,61,68,675000.0,4000.0,22,1999-08-21,178,74,19.0,Bundesliga,1.0,100409.0,FC Augsburg,RES,47.0,,2022-10-16,2023.0,21,Germany,,,,Right,4,2,1,High/Medium,Normal (170-185),No,1400000.0,,,54.0,64.0,46.0,60.0,21.0,53.0,38,65,67,53,53,60,42,42,39,60,50,58,59,62,68,63,62,51,53,65,52,21,62,51,64,55,16,14,15,14,14,11,13,6,,61+2,61+2,61+2,57,60,60,60,57,57+2,57+2,57+2,55+2,51+2,51+2,51+2,55+2,39+2,38+2,38+2,38+2,39+2,37+2,36+2,36+2,36+2,37+2,17+2,https://cdn.sofifa.net/players/272/848/23_120.png
272909,/player/272909/marek-janssen/230009,23,9,2023-01-13,M. Janssen,Marek Janssen,ST,61,64,450000.0,650.0,25,1997-04-15,191,80,2076.0,3. Liga,3.0,110597.0,Meppen,RES,39.0,,2023-01-05,2024.0,21,Germany,,,,Right,4,2,1,Medium/Medium,Stocky (185+),No,686000.0,,,64.0,62.0,44.0,54.0,27.0,70.0,35,67,68,50,50,58,31,33,30,55,55,71,46,55,47,65,65,65,82,58,45,18,49,57,54,42,24,24,18,12,6,7,7,15,,61+2,61+2,61+2,55,57,57,57,55,55+2,55+2,55+2,53+2,49+2,49+2,49+2,53+2,41+2,40+2,40+2,40+2,41+2,40+2,41+2,41+2,41+2,40+2,15+2,https://cdn.sofifa.net/players/272/909/23_120.png
273011,/player/273011/facundo-castelli/230009,23,9,2023-01-13,F. Castelli,Facundo Castelli,ST,61,62,375000.0,3000.0,27,1995-02-18,183,75,353.0,Liga Profesional,1.0,112965.0,Central Cordoba SdE,RS,9.0,,2020-06-09,2025.0,52,Argentina,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,572000.0,,,61.0,62.0,41.0,58.0,25.0,60.0,35,67,64,44,51,57,38,33,37,63,59,62,50,61,63,62,68,55,70,53,41,25,60,48,61,53,22,17,20,10,9,14,6,6,,61+1,61+1,61+1,56,58,58,58,56,55+2,55+2,55+2,54+2,49+2,49+2,49+2,54+2,40+2,39+2,39+2,39+2,40+2,39+2,39+2,39+2,39+2,39+2,14+2,https://cdn.sofifa.net/players/273/011/23_120.png
273015,/player/273015/leandro-ciccolini/230009,23,9,2023-01-13,L. Ciccolini,Leandro Ciccolini,RW,61,61,350000.0,3000.0,27,1995-04-22,173,68,353.0,Liga Profesional,1.0,112965.0,Central Cordoba SdE,SUB,12.0,,2021-07-08,2024.0,52,Argentina,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,508000.0,,,75.0,60.0,52.0,66.0,29.0,42.0,59,60,41,50,57,68,55,46,47,63,77,74,73,42,82,63,46,52,40,62,34,29,52,55,60,51,28,27,26,6,14,13,6,10,,57+2,57+2,57+2,61,59,59,59,61,58+2,58+2,58+2,59+2,51+2,51+2,51+2,59+2,46+2,41+2,41+2,41+2,46+2,44+2,35+2,35+2,35+2,44+2,13+2,https://cdn.sofifa.net/players/273/015/23_120.png
273095,/player/273095/gaston-novero/230009,23,9,2023-01-13,G. Novero,Gastón Novero,ST,61,66,500000.0,3000.0,23,1998-07-06,168,69,353.0,Liga Profesional,1.0,110581.0,Patronato,SUB,9.0,,2023-01-09,2023.0,52,Argentina,,,,Right,3,2,1,High/Low,Stocky (170-),No,763000.0,,,70.0,60.0,47.0,61.0,20.0,65.0,40,59,63,52,47,59,48,49,43,62,68,72,69,50,69,67,61,63,70,58,54,11,60,49,59,57,18,16,16,9,6,10,8,14,,61+2,61+2,61+2,58,59,59,59,58,57+2,57+2,57+2,56+2,50+2,50+2,50+2,56+2,40+2,38+2,38+2,38+2,40+2,38+2,36+2,36+2,36+2,38+2,14+2,https://cdn.sofifa.net/players/273/095/23_120.png
118646,/player/118646/ian-henderson/230009,23,9,2023-01-13,I. Henderson,Ian Henderson,ST,60,60,80000.0,2000.0,37,1985-01-24,178,67,61.0,League Two,4.0,1955.0,Rochdale,ST,40.0,,2022-07-12,2023.0,14,England,,,,Right,3,2,1,Medium/Low,Normal (170-185),No,140000.0,,"Solid Player, Chip Shot (AI)",43.0,62.0,56.0,60.0,36.0,62.0,55,62,58,57,60,59,56,55,52,60,39,47,57,63,72,63,67,53,67,59,61,33,65,59,62,64,37,31,28,8,13,11,9,14,,60,60,60,58,59,59,59,58,58+2,58+2,58+2,57+2,56+2,56+2,56+2,57+2,46+2,48+2,48+2,48+2,46+2,44+2,46+2,46+2,46+2,44+2,17+2,https://cdn.sofifa.net/players/118/646/23_120.png
170072,/player/170072/theo-robinson/230009,23,9,2023-01-13,T. Robinson,Theo Robinson,ST,60,60,160000.0,2000.0,33,1989-01-22,181,67,61.0,League Two,4.0,1941.0,Hartlepool United,SUB,33.0,,2022-10-13,2023.0,82,Jamaica,,,,Right,2,2,1,High/High,Stocky (170-185),No,280000.0,,,63.0,60.0,48.0,60.0,39.0,58.0,41,62,55,53,56,58,43,35,40,58,65,62,70,56,70,62,64,39,69,57,53,45,61,58,58,60,34,36,30,11,14,13,7,6,,60,60,60,58,59,59,59,58,58+2,58+2,58+2,55+2,52+2,52+2,52+2,55+2,46+2,46+2,46+2,46+2,46+2,45+2,47+2,47+2,47+2,45+2,15+2,https://cdn.sofifa.net/players/170/072/23_120.png
177313,/player/177313/andy-williams/230009,23,9,2023-01-13,A. Williams,Andrew David Williams,ST,60,60,100000.0,2000.0,35,1986-08-14,188,78,61.0,League Two,4.0,1803.0,Walsall,LS,11.0,,2022-07-01,2023.0,14,England,,,,Right,3,2,1,Medium/Low,Normal (185+),No,175000.0,,,40.0,62.0,53.0,57.0,27.0,63.0,54,61,61,54,61,54,44,36,47,60,40,40,56,61,67,65,61,52,73,60,54,21,64,59,65,62,31,21,12,11,11,6,14,6,,60,60,60,56,58,58,58,56,57+2,57+2,57+2,55+2,53+2,53+2,53+2,55+2,41+2,42+2,42+2,42+2,41+2,38+2,40+2,40+2,40+2,38+2,16+2,https://cdn.sofifa.net/players/177/313/23_120.png
186126,/player/186126/ryan-flynn/230009,23,9,2023-01-13,R. Flynn,Ryan Flynn,CM,60,60,150000.0,1000.0,33,1988-09-04,175,60,50.0,Premiership,1.0,100805.0,St. Mirren,SUB,8.0,,2018-01-16,2023.0,42,Scotland,,,,Right,3,2,1,High/High,Lean (170-185),No,263000.0,,"Injury Prone, Early Crosser, Outside Foot Shot",55.0,55.0,62.0,63.0,57.0,55.0,64,53,53,61,53,59,68,62,61,62,56,55,81,61,63,58,67,55,51,58,64,57,58,61,56,70,56,58,56,7,16,14,16,6,,57+2,57+2,57+2,60,59,59,59,60,60,60,60,59+1,60,60,60,59+1,59+1,59+1,59+1,59+1,59+1,58+2,57+2,57+2,57+2,58+2,17+2,https://cdn.sofifa.net/players/186/126/23_120.png
204282,/player/204282/chris-kane/230009,23,9,2023-01-13,C. Kane,Christopher Kane,ST,60,60,275000.0,1000.0,27,1994-09-05,181,76,50.0,Premiership,1.0,100804.0,St. Johnstone,RES,9.0,,2012-07-01,2023.0,42,Scotland,,,,Right,3,2,1,High/High,Normal (170-185),No,481000.0,,Power Header,69.0,57.0,47.0,57.0,40.0,79.0,43,57,64,56,54,54,49,42,56,57,68,69,65,57,72,69,76,78,77,49,85,30,54,27,40,50,43,38,35,11,9,14,11,16,,60,60,60,55,55,55,55,55,53+2,53+2,53+2,55+2,51+2,51+2,51+2,55+2,50+2,51+2,51+2,51+2,50+2,49+2,52+2,52+2,52+2,49+2,17+2,https://cdn.sofifa.net/players/204/282/23_120.png
204915,/player/204915/kurtis-guthrie/230009,23,9,2023-01-13,K. Guthrie,Kurtis Guthrie,ST,60,60,250000.0,2000.0,29,1993-04-21,191,70,50.0,Premiership,1.0,621.0,Livingston,SUB,28.0,,2022-09-01,2024.0,14,England,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,438000.0,,"Dives Into Tackles (AI), Outside Foot Shot",66.0,59.0,51.0,59.0,40.0,72.0,47,60,59,53,54,59,54,38,52,58,65,66,63,54,62,62,72,69,79,55,56,36,58,52,62,57,29,48,42,10,8,13,8,9,,60,60,60,57,58,58,58,57,57+2,57+2,57+2,57+2,54+2,54+2,54+2,57+2,51+2,50+2,50+2,50+2,51+2,50+2,50+2,50+2,50+2,50+2,14+2,https://cdn.sofifa.net/players/204/915/23_120.png
210726,/player/210726/seong-wook-jin/230009,23,9,2023-01-13,Jin Seong Wook,진성욱 陈成昱,ST,60,60,250000.0,2000.0,28,1993-12-16,183,78,83.0,K League 1,1.0,1478.0,Jeju United,SUB,2.0,,2017-01-06,2023.0,167,Korea Republic,,,,Right,4,2,1,High/Medium,Normal (170-185),No,313000.0,,,71.0,56.0,49.0,65.0,25.0,72.0,51,57,54,57,32,64,34,32,36,61,70,72,76,57,76,62,67,72,75,50,68,12,61,51,58,64,32,19,20,10,8,9,7,9,,60,60,60,60,60,60,60,60,58+2,58+2,58+2,59+1,51+2,51+2,51+2,59+1,46+2,42+2,42+2,42+2,46+2,43+2,41+2,41+2,41+2,43+2,14+2,https://cdn.sofifa.net/players/210/726/23_120.png
223167,/player/223167/donovan-wilson/230009,23,9,2023-01-13,D. Wilson,Donovan Junior Wilson,ST,60,62,325000.0,2000.0,25,1997-03-14,180,70,61.0,League Two,4.0,110799.0,Sutton United,LS,25.0,,2021-07-01,2023.0,14,England,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,593000.0,,,78.0,58.0,47.0,60.0,22.0,60.0,45,57,57,53,50,59,44,33,44,59,77,79,73,57,65,64,36,65,69,56,35,16,58,47,56,54,18,20,14,8,15,11,7,7,,60+2,60+2,60+2,59,59,59,59,59,57+2,57+2,57+2,58+2,50+2,50+2,50+2,58+2,43+2,39+2,39+2,39+2,43+2,41+2,35+2,35+2,35+2,41+2,15+2,https://cdn.sofifa.net/players/223/167/23_120.png
223969,/player/223969/james-jones/230009,23,9,2023-01-13,J. Jones,James Charles Jones,CM,60,61,300000.0,500.0,26,1996-02-13,175,68,62.0,National League,5.0,1947.0,Wrexham,RCM,30.0,,2021-08-24,2024.0,42,Scotland,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,668000.0,,"Injury Prone, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",67.0,56.0,59.0,61.0,53.0,63.0,58,54,39,61,41,58,56,50,59,59,68,67,75,58,83,57,57,72,67,62,45,54,58,60,60,61,53,58,49,10,9,12,11,15,,57+2,57+2,57+2,60,59,59,59,60,60+1,60+1,60+1,60+1,60+1,60+1,60+1,60+1,59+2,58+2,58+2,58+2,59+2,58+2,54+2,54+2,54+2,58+2,16+2,https://cdn.sofifa.net/players/223/969/23_120.png
225542,/player/225542/charlie-colkett/230009,23,9,2023-01-13,C. Colkett,Charlie Colkett,CM,60,62,300000.0,2000.0,25,1996-09-04,176,74,61.0,League Two,4.0,121.0,Crewe Alexandra,RES,16.0,,2022-07-01,2024.0,14,England,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,548000.0,,,54.0,51.0,64.0,62.0,57.0,56.0,64,45,48,64,40,59,67,64,62,62,58,50,69,55,72,64,65,55,58,51,48,58,58,63,58,62,58,58,60,8,7,8,14,10,,55+2,55+2,55+2,58,57,57,57,58,59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,58+2,15+2,https://cdn.sofifa.net/players/225/542/23_120.png
